understat_player_id,player,team,league,season,cluster_kmeans
504.0,Aaron Ramsey,Arsenal,ENG-Premier League,1819,4
1750.0,Ainsley Maitland-Niles,Arsenal,ENG-Premier League,1819,3
500.0,Alex Iwobi,Arsenal,ENG-Premier League,1819,1
3277.0,Alexandre Lacazette,Arsenal,ENG-Premier League,1819,2
204.0,Granit Xhaka,Arsenal,ENG-Premier League,1819,3
317.0,Henrikh Mkhitaryan,Arsenal,ENG-Premier League,1819,1
492.0,Héctor Bellerín,Arsenal,ENG-Premier League,1819,3
494.0,Laurent Koscielny,Arsenal,ENG-Premier League,1819,0
1227.0,Lucas Torreira,Arsenal,ENG-Premier League,1819,3
5759.0,Mattéo Guendouzi,Arsenal,ENG-Premier League,1819,3
499.0,Mesut Özil,Arsenal,ENG-Premier League,1819,1
495.0,Nacho Monreal,Arsenal,ENG-Premier League,1819,3
318.0,Pierre-Emerick Aubameyang,Arsenal,ENG-Premier League,1819,2
342.0,Sead Kolašinac,Arsenal,ENG-Premier League,1819,3
1699.0,Shkodran Mustafi,Arsenal,ENG-Premier League,1819,0
1303.0,Stephan Lichtsteiner,Arsenal,ENG-Premier League,1819,0
825.0,Adam Smith,Bournemouth,ENG-Premier League,1819,3
460.0,Andrew Surman,Bournemouth,ENG-Premier League,1819,0
468.0,Callum Wilson,Bournemouth,ENG-Premier League,1819,2
459.0,Charlie Daniels,Bournemouth,ENG-Premier League,1819,0
462.0,Dan Gosling,Bournemouth,ENG-Premier League,1819,3
6820.0,David Brooks,Bournemouth,ENG-Premier League,1819,4
2182.0,Jefferson Lerma,Bournemouth,ENG-Premier League,1819,0
465.0,Joshua King,Bournemouth,ENG-Premier League,1819,4
463.0,Junior Stanislas,Bournemouth,ENG-Premier League,1819,1
579.0,Nathan Aké,Bournemouth,ENG-Premier League,1819,0
603.0,Nathaniel Clyne,Bournemouth,ENG-Premier League,1819,0
1683.0,Ryan Fraser,Bournemouth,ENG-Premier League,1819,1
456.0,Simon Francis,Bournemouth,ENG-Premier League,1819,0
458.0,Steve Cook,Bournemouth,ENG-Premier League,1819,0
6842.0,Alireza Jahanbakhsh,Brighton,ENG-Premier League,1819,0
4497.0,Anthony Knockaert,Brighton,ENG-Premier League,1819,1
6409.0,Beram Kayal,Brighton,ENG-Premier League,1819,0
5245.0,Bernardo,Brighton,ENG-Premier League,1819,0
6046.0,Bruno,Brighton,ENG-Premier League,1819,0
6051.0,Dale Stephens,Brighton,ENG-Premier League,1819,0
6050.0,Davy Pröpper,Brighton,ENG-Premier League,1819,0
6105.0,Gaëtan Bong,Brighton,ENG-Premier League,1819,0
882.0,Glenn Murray,Brighton,ENG-Premier League,1819,4
6542.0,Jürgen Locadia,Brighton,ENG-Premier League,1819,4
6048.0,Lewis Dunk,Brighton,ENG-Premier League,1819,0
1950.0,Martín Montoya,Brighton,ENG-Premier League,1819,0
239.0,Pascal Groß,Brighton,ENG-Premier League,1819,1
6047.0,Shane Duffy,Brighton,ENG-Premier League,1819,0
6049.0,Solly March,Brighton,ENG-Premier League,1819,1
5609.0,Yves Bissouma,Brighton,ENG-Premier League,1819,0
593.0,Aaron Lennon,Burnley,ENG-Premier League,1819,0
4422.0,Ashley Barnes,Burnley,ENG-Premier League,1819,4
669.0,Ashley Westwood,Burnley,ENG-Premier League,1819,3
1654.0,Ben Mee,Burnley,ENG-Premier League,1819,0
6044.0,Charlie Taylor,Burnley,ENG-Premier League,1819,0
4456.0,Chris Wood,Burnley,ENG-Premier League,1819,4
6756.0,Dwight McNeil,Burnley,ENG-Premier League,1819,1
712.0,Jack Cork,Burnley,ENG-Premier League,1819,0
1665.0,James Tarkowski,Burnley,ENG-Premier League,1819,0
1746.0,Jeff Hendrick,Burnley,ENG-Premier League,1819,0
1663.0,Jóhann Berg Guðmundsson,Burnley,ENG-Premier League,1819,1
1652.0,Matthew Lowton,Burnley,ENG-Premier League,1819,0
857.0,Phil Bardsley,Burnley,ENG-Premier League,1819,0
1661.0,Sam Vokes,Burnley,ENG-Premier League,1819,4
1651.0,Tom Heaton,Burnley,ENG-Premier League,1819,0
